,sents_leicht,sents_standard,sim
122,Die Verbände haben eine Erklärung unterschrieben. Zusammen mit der Behörde für Verkehr und Mobilitäts-Wende.,"Informationen zu Fahrzielen, Liniennummern und Hinweise auf Betriebsstörungen müssen auch für blinde Menschen und Menschen mit Hörbeeinträchtigung gleichermaßen zugänglich sein. Ich freue mich sehr, dass die BVM und die Interessensvertretungen von Menschen mit Behinderungen mit der gemeinsamen Willenserklärung Hand in Hand gehen, um eine inklusive Mobilitätswende in Hamburg voranzutreiben. Inklusion und Barrierefreiheit stellen neben Klimaneutralität eine wichtige Voraussetzung für eine gemeinsame und zukunftsfähige Gesellschaft dar.“",0.8526328648043097
123,Für eine Mobilitäts-Wende für alle Menschen.,Gemeinsame Willenserklärung für eine inklusive Mobilitätswende,0.7221436178674667
124,Diese Verbände sind in dem Bündnis:,"Das Bündnis „Mobilitätswende - nur mit uns!“, in dem sich die folgenden Verbände zusammengeschlossen haben:",0.6470005612973995
125,Der Blinden- und Sehbehinderten-Verein Hamburg e. V.,Blinden- und Sehbehindertenverein Hamburg e. V. (BSVH),0.8049239965444263
126,Der Bund der Schwerhörigen e. V.,Bund der Schwerhörigen e. V. (BdS),0.8249577294015
127,FUSS e. V. Hamburg,FUSS e. V. Hamburg,1.0
128,Landes-Arbeits-Gemeinschaft für behinderte Menschen,Landesarbeitsgemeinschaft für behinderte Menschen (LAG),0.32754594977335905
129,Landes-Senioren-Beirat Hamburg,Landes-Seniorenbeirat Hamburg (LSB),0.2734327685576188
130,Leben mit Behinderung Hamburg Eltern-Verein e. V.,Leben mit Behinderung Hamburg Elternverein e. V.,0.9957155040190934
131,Lebens-Hilfe Landes-Verband Hamburg e. V.,Lebenshilfe Landesverband Hamburg e. V.,0.9863972558511167
132,Der PARITÄTISCHE Wohl-Fahrts-Verband Hamburg e. V.,Der PARITÄTISCHE Wohlfahrtsverband Hamburg e. V.,0.9961605764108569
133,"Sozial-Verband Deutschland, SoVD Hamburg","Sozialverband Deutschland, SoVD Hamburg",0.976831589485001
134,Sozial-Verband VdK Hamburg,Sozialverband VdK Hamburg,0.9659618078683272
135,Das sind die Ziele Alle Menschen sollen gut und sicher mobil sein.,"und die Freie und Hansestadt Hamburg, Behörde für Verkehr und Mobilitätswende, sind sich über eine dauerhafte und zielgerichtete Zusammenarbeit auf folgender Grundlage einig:",0.7194356366146929
136,Alle Menschen sollen gut und sicher zu den Sachen kommen. Zum Beispiel zur Arbeit.,Präambel,0.1662796941607746
137,Oder zu Freunden. Oder zu Veranstaltungen.,Das Bündnis „Mobilitätswende – nur mit uns!“ und die Behörde für Verkehr und Mobilitätswende (BVM) unterstützen die Mobilitätswende und die damit verbundenen Ziele zur Verbesserung der Lebensqualität.,0.4064743101960634
138,Das ist wichtig für alle Menschen. Wenn sie jung sind.,"Wir wollen, dass mit der Mobilitätswende für alle Menschen eine gute und sichere Mobilität auf nachhaltige Weise gewährleistet wird.",0.7070309516246989
139,Oder sie alt sind. Oder wenn sie wenig Geld haben. Oder wenn sie nicht so gut laufen können. Alle Menschen sollen das gleiche Recht haben.,"Die Mobilität ist entscheidend für die Würde und Selbstbestimmung aller Menschen, für soziale und kulturelle Teilhabe, unabhängig von Alter, Einkommen und individuellen Fähigkeiten.",0.6085169664125925
140,Deshalb müssen die Verkehrs-Mittel für alle Menschen gut sein. Und die Wege müssen für alle Menschen gut sein. Damit alle Menschen gut zu Fuß gehen können. Zum Beispiel:,Darum müssen Verkehrsmittel und Verkehrswege auch aus der Sicht der Nutzerinnen und Nutzer zugänglich und für jeden Menschen gleichermaßen komfortabel nutzbar sein.,0.8031776146064294
141,Menschen mit Behinderung Kinder Ältere Menschen,"Wege, die für mobilitätseingeschränkte Menschen, Kinder, Seniorinnen und Senioren gut nutzbar sind, laden auch alle anderen Menschen ein, autofreie Mobilität auszuprobieren und zu leben.",0.6674763922543807
142,Eltern mit Kinder-Wagen Manche Menschen können nicht so schnell laufen. Manche Menschen können nicht so gut sehen.,Bestandteil einer Mobilitätswende für alle ist eine konsequente Fortsetzung der Barrierefreiheit im Sinne des Hamburgischen Behindertengleichstellungsgesetzes und die Beachtung anerkannter Regeln der Technik.,0.3645199719916232
143,Daran will Hamburg bei der Planung denken. Und daran will Hamburg bei den Bau-Arbeiten denken. So sollen Bus und Bahn barriere-frei werden,"Auf dem Weg der Mobilitätswende wollen wir den Menschen in Hamburg in respektvoller und an ihre jeweiligen Bedürfnisse angepasster Weise begegnen, sie in Planungsprozessen ernst nehmen und auch den „schwächeren"" Verkehrsteilnehmenden gute und sichere Wege bereitstellen. Die barrierefreie Benutzbarkeit von ÖPNV-Angeboten und Straßenverkehrsanlagen wird weiterhin in der Planung, in der Realisierung sowie im laufenden Betrieb zu berücksichtigt.",0.6903361856060405
144,Alle Menschen sollen Bus und Bahn nutzen können.,Was wir gemeinsam erreichen wollen Der Ausbau des Fuß- und Radverkehrs sowie des ÖPNV ist die Voraussetzung für das erfolgreiche Gelingen der Mobilitätswende in Hamburg.,0.4573441167857146
145,Dafür müssen die Infos gut sein.,"Autoarme Quartiere, eine größere Vielfalt an Verkehrsträgern so-wie ausreichend breite, sichere und komfortable Gehwege und Radverkehrsanlagen sind wichtige Ziele der Mobilitätswende.",0.6783363581432316
146,An den Bus-Halte-Stellen. Und den Bahn-Höfen.,Gleichzeitig dürfen keine neuen Barrieren entstehen und vorhandene Barrieren müssen konsequent abgebaut werden. Der ÖPNV ist das Rückgrat einer inklusiven Stadtgesellschaft.,0.4390493543152438
147,Die Infos müssen: gut zu sehen sein. gut zu hören sein. gut zu lesen sein.,"Damit er von allen Fahrgästen ohne besondere Erschwernis und möglichst ohne Assistenz genutzt werden kann, wollen wir Fahrgastinformationen, gut auffindbar, seh- und hörbar, leserlich und verständlich für jeden Fahrgast zugänglich machen.",0.711379764256097
148,Die Bahn-Höfe müssen barriere-frei gebaut sein. Die Bus-Halte-Stellen müssen barriere-frei gebaut sein.,"Neben den nahezu vollständig umgerüsteten Schnellbahnhaltestellen sollen perspektivisch auch alle Bushaltestellen und das Umfeld der Haltestellen barrierefrei ausgebaut werden. Dazu ist eine Steigerung der bisherigen Anstrengungen beim barrierefreien Ausbau der Bushaltestellen erforderlich. ÖPNV-Angebote, Taxis und Linienbedarfsverkehre müssen ohne technische und ökonomische Schranken, erschwinglich und barrierefrei sein.",0.7409409893700318
149,Es gibt auch andere Verkehrs-Mittel. Als Busse und Bahnen. Zum Beispiel Moia. Diese Verkehrs-Mittel sollen auch barriere-frei sein.,Das Sozialticket soll beim Erwerb eines bundesweit geltenden Klimatickets Deutschland (49 Euro Ticket/“Deutschlandticket“) angerechnet werden können.,0.2800424044510249
150,So sollen Fuß-Wege barriere-frei werden Die Wege sollen gut sein für Menschen mit Roll-Stuhl. Oder mit Kinder-Wagen .,"Gut ausgebaute und sichere Gehwege sind für alle Menschen eine wichtige Mobilitätsvoraussetzung. Wir wollen, dass Gehwege für Menschen mit Rollstuhl, Kinderwagen und Rollatoren ausreichend dimensioniert und barrierefrei ausgebaut werden.",0.8394473080701491
151,​​​​​​​Die Wege sollen auch für Geh-Hilfen gut sein.,"Wir wollen dafür sorgen, dass durch Pflege und Instandsetzung Wege, Treppen, Bodenindikatoren, Schilder und technische Einrichtungen auf Dauer barrierefrei bleiben und Veraltetes zeitnah auf den neuesten Stand der Technik gebracht wird.",0.7466678973143658
152,Die Wege sollen breit genug sein. Die Wege sollen barriere-frei sein.,"Bei der Aufteilung von Ver-kehrsflächen sollen Gehwege nicht eingeschränkt, sondern barrierefrei ausgebaut werden. Radverkehrsanlagen, vor allem Velorouten, sollen so gebaut werden, dass sie auch von Personen auf Dreirädern oder Tandems problemlos genutzt werden können.",0.735757497987218
153,Die Wege müssen immer barriere-frei bleiben. Die Wege müssen immer in Ordnung sein.,Bei größeren Fahrradabstellanlagen (z. B. an U- und S-Bahn-Haltestellen) werden die Bedürfnisse von Dreirad- und Tandemfahrenden ausdrücklich berücksichtigt.,0.4315935960117983
154,Die Polizei soll kontrollieren: Dass Fuß-Wege frei sind.,"Plätze zur zentralen urbanen Begegnung wollen wir so gestalten, dass sie uneingeschränkt und gemeinsam genutzt werden können.",0.4767666290054175
155,Es dürfen keine E-Roller im Weg stehen. Oder Fahrräder. Oder Autos.,"Um Gefährdungen zu vermeiden, wollen wir die Verkehrsflächen für zu Fuß gehende besonders sorgfältig planen und gestalten, weil unter Umständen Fahrzeugverkehr auf Gehwegen und Plätzen störend und gefährlich sein kann.",0.6778429668663584
156,Rad-Wege Neue Rad-Wege sollen besonders breit gebaut werden. Damit auch Dreiräder darauf fahren können.,"Wegebeziehungen sollen ermöglicht werden durch gesicherte Querungen, insbesondere auch bei Radverkehrsanlagen (Fahrradstraßen, Hochbordradwegen, an Bus-Haltestellen usw.). Auch bei Radverkehrsanlagen soll es gesicherte Querungen (z. B. Fußgänger-übergänge (FGÜ) oder Lichtzeichenanlagen (LSA)) sowie Haltelinien für den Radverkehr geben.",0.349604799861509
157,Und Tandems. Das sind Fahrräder: Auf denen zwei Menschen fahren können. Damit Menschen mit Behinderungen die Wege benutzen können. Es soll Zebra-Streifen auf Rad-Wegen geben.,"Dort, wo heute keine ausreichenden Querungen sind, aber ein Bedarf besteht (wie z. B. Fahrradstraße Harvestehuder Weg), soll die Einrichtung von FGÜ bzw. LSA sowie eventuell notwendige flankierende bauliche Maßnahmen ermöglicht werden.",0.6282114964206861
158,Und es soll Ampeln an Rad-Wegen geben. Damit Fuß-Gänger sicherer auf die andere Seite gehen können.,"Regelwerke sind – auch aufbauend auf Verkehrsversuchen – entsprechend zu ergänzen bzw. fortzuschreiben. Bestehende Spielräume in den Regelwerken sollen bereits jetzt zu Gunsten von zu Fuß gehenden genutzt werden. Durch intensive Kontrollen soll gewährleistet werden, dass Fußwege und Plätze von Falschparkern, Fahr-, Motorrädern und E-Tretrollern freigehalten werden.",0.8304128361044422
159,Wohn-Gebiete ohne Autos Hamburg baut Wohn-Gebiete mit wenig Autos.,Park- und Halteverbote an Bushaltestellen sollen das barrierefreie und gefahrlose Zu- und Aussteigen gewährleisten.,0.6384345556698638
160,Menschen mit Behinderungen müssen trotzdem mit dem Auto fahren. Es muss Park-Plätze für Menschen mit einer Schwer-Behinderung geben.,"Bei der Anlage von Quartieren mit reduziertem Pkw-Verkehr ist die Möglichkeit für behinderte Menschen, ihre Ziele erforderlichenfalls mit einem Kraftfahrzeug zu erreichen, weitestgehend sicherzustellen. Ein Angebot an Parkplätzen für schwerbehinderte Menschen muss erhalten bleiben. Um die Sicherheit beim Einsatz neuer alternativer Verkehrsmittel zu gewährleisten, wollen wir erreichen, dass bei der Entwicklung innovativer Systeme und Elemente die Barrierefreiheit stets frühzeitig mitgedacht wird.",0.8180505351270728
161,Die Stadt Hamburg und das Bündnis Verkehrs-Wende - nur mit uns! wollen manchmal unterschiedliche Dinge.,"Die Stadt wird in diesem Sinne auf ihre Partner einwirken. Wir wollen, dass alle Fahrgäste von der Digitalisierung profitieren und die Mobilität für jene erleichtert wird, die keinen Zugang zu digitalen Medien haben. Partnerschaftliches Miteinander Uns ist bewusst, dass es Interessengegensätze und Nutzungskonflikte gibt.",0.725958862971503
162,Aber sie wollen gut zusammen-arbeiten.,Diese wollen wir gemeinsam lösen. Voraussetzung hierfür ist die Stärkung der Kommunikation zwischen allen Beteiligten.,0.5920381512472439
163,Und zusammen gute Lösungen finden.,Bereits in Planungsprozessen wollen wir im engen und respektvollen Austausch voneinander lernen und gemeinsam Lösungen diskutieren und erproben sowie gute Standards vorgeben.,0.7235830424864389
164,Für alle Menschen in Hamburg. Info: Ein Computer hat diesen Text in Leichte Sprache übertragen.,"Wir wollen in folgenden Strukturen zusammenarbeiten: Die Hamburger Verkehrsverbund GmbH (HVV) bietet als Partnerin der Verkehrsunternehmen einerseits und als Mittlerin zu den Fahrgästen andererseits eine gute Voraussetzung für einen konstruktiven Dialog rund um alle Fragen im Bereich des ÖPNV. Hier gibt es zahlreiche Themenfelder, an denen gemeinsam gearbeitet wird.",0.6052413243233287
165,Der Text ist nicht durch Menschen mit Behinderungen geprüft worden.,"Die Interessenvertretungen der Menschen mit Behinderungen werden gemeinsam mit dem HVV, der BVM und der Senatskoordinatorin für die Gleichstellung von Menschen mit Behinderungen (SKbM) weiterhin regelmäßig zusammentreten und gemeinsam Lösungen erarbeiten sowie die Formen der Koordination und Kooperation den stetig wachsenden Herausforderungen entsprechend weiterentwickeln. Die BVM ist sich ihrer politischen Verantwortung für einen barrierefreien ÖPNV bewusst und wird sich aktiv in gemeinsame ÖPNV-Planungsprozesse einbringen und die Rahmenbedingungen für den barrierefreien Ausbau erheblich verbessern. Bei der BVM wird eine Arbeitsgruppe „Inklusive Mobilitätswende"" unter Leitung der Amtsleitung Verkehr eingerichtet, die regelmäßig, mindestens zweimal im Jahr tagt. Die Arbeitsgruppe hat die Aufgabe, darauf hinzuwirken, dass die Belange der Barrierefreiheit bei allen Vorhaben im Rahmen der Mobilitätswende berücksichtigt werden.",0.6702980216844986
166,Sie können hier dazu mehr lesen.,"Der Senator der BVM und die SKbM werden sich einmal im Jahr von der Vertretung des Bündnisses „Mobilitätswende – nur mit uns!“ direkt über die Ergebnisse der Arbeitsgruppe „Inklusive Mobilitätswende"" unterrichten lassen. Behörde für Verkehr und Mobilitätswende Blinden- und Sehbehindertenverein Hamburg e. V. (BSVH) Bund der Schwerhörigen e. V. (BdS) FUSS e. V. Hamburg Landesarbeitsgemeinschaft für behinderte Menschen (LAG) Landes-Seniorenbeirat Hamburg (LSB) Leben mit Behinderung Hamburg Elternverein e. V. Lebenshilfe Landesverband Hamburg e. V. Der PARITÄTISCHE Wohlfahrtsverband Hamburg e. V. Sozialverband Deutschland, SoVD Hamburg Sozialverband VdK Hamburg Rückfragen der Medien Behörde für Verkehr und Mobilitätswende Dennis Heinert Pressesprecher Telefon: 040 42841 3211 Mobil: 0176 42864684 E-Mail: pressestelle@bvm.hamburg.de",-0.10790694893398722
167,Liebe Hamburgerinnen und Hamburger;,"Liebe Hamburgerinnen und Hamburger,",0.7767981315788233
168,Ostern ist ein besonderes Fest: Ostern gibt Hoffnung.,Ostern ist ein christliches Fest der Hoffnung und der Zuversicht.,0.6441143079059952
169,Ostern ist im Frühling: Es wird wieder warm. Und die Pflanzen blühen wieder. Vielen Menschen geht es im Frühling besser: Als im Winter.,"Es fällt in eine Jahreszeit, in der es wieder wärmer wird und die Natur aufblüht.",0.6438679407609098
170,Die Menschen haben mehr Kraft. Auch für schwierige Dinge.,"Das gibt neue Kraft, auch die Schwierigkeiten und Herausforderungen der Zeit anzugehen.",0.8213399402559329
171,Vor kurzer Zeit war der Bürgermeister von Kiew im Rathaus: Vitali Klitschko. Sein Bruder war auch dabei: Der Bruder heißt Wladimir Klitschko.,"Vor wenigen Tagen waren der Bürgermeister der Stadt Kyiv, Vitali Klitschko, und sein Bruder Wladimir zu Gast im Rathaus.",0.6088553181022586
172,"Sie haben erzählt: Den Menschen in der Ukraine geht es sehr schlecht: Weil Russland die Ukraine angegriffen hat. Der Krieg ist schlimm für die Menschen. Deshalb ist es wichtig , dass wir ihnen helfen. Vitali Klitschko hat Danke gesagt.","Sie haben eindrücklich beschrieben, wie die Menschen in der Ukraine unter dem Krieg leiden und wie wichtig es für uns alle in Europa ist, der russischen Aggression entgegenzutreten.",0.8283350801304254
173,Weil die Menschen aus Hamburg helfen.,Und sie haben sich herzlich bedankt für die Solidarität und Unterstützung aus Hamburg.,0.8165739769911623
174,Ich danke Ihnen auch sehr für Ihre Hilfe.,Dem schließe ich mich gerne an: Herzlichen Dank für Ihre Hilfe!,0.6689838435196339
175,Liebe Hamburgerinnen und Hamburger: An Ostern haben wir frei:,"Liebe Hamburgerinnen und Hamburger,",0.2506680868357499
177,Wir können Zeit mit unserer Familie verbringen und mit unseren Freunden Zeit verbringen. Wir können Spaß haben. Und wir sammeln Kraft für die nächste Zeit.,"am Osterwochenende können wir zur Ruhe kommen, die freien Tage mit Familie und Freunden genießen und Kraft tanken für die kommende Zeit.",0.8593699277244796
178,Ich wünsche Ihnen schöne und erholsame Ostertage.,Ich wünsche Ihnen schöne und erholsame Ostertage.,1.0
182,Die Regierungen von Hamburg und Schleswig-Holstein haben sich getroffen.,"Die Zusammenarbeit der Länder sei von Vertrauen und gegenseitiger Unterstützung geprägt, betonten beide Ministerpräsidenten.",0.8449973529467104
183,Sie haben eine Sitzung gemacht. Das heißt: Die Minister und Ministerinnen haben zusammen geredet. Und die Chefs von den beiden Bundes-Ländern.,Teil dieser vertrauensvollen Zusammenarbeit sei der regelmäßige gegenseitige Besuch der Kabinette.,0.671678362745883
184,Hamburgs Chef ist Bürgermeister Tschentscher. Schleswig-Holsteins Chef ist Minister-Präsident Günther. Die Sitzung war in Brunsbüttel. Brunsbüttel ist eine Stadt in Schleswig-Holstein.,"Das diesjährige Gastgeberland Schleswig-Holstein hatte zu einer gemeinsamen Sitzung bei der Brunsbüttel Ports GmbH eingeladen. „Wir haben diesen Ort ganz bewusst ausgewählt, um deutlich zu machen, dass wir bei der Energiewende an einem Strang ziehen“, betonte Günther.",0.5837818442584284
185,Beide Chefs waren zufrieden: Mit der Sitzung. Beide Regierungs-Chefs sagen: Wir arbeiten zusammen. Das haben die Chefs von Hamburg und Schleswig-Holstein besprochen: Sie sind bereit für die Energie-Wende.,"Die Regierungsmitglieder der beiden norddeutschen Länder nutzten das Treffen, um das LNG-Terminal am Elbehafen zu besichtigen und sich von Geschäftsführer Frank Schnabel über das FSRU-Schiff informieren zu lassen. Auf der Pressekonferenz im Anschluss an die gemeinsame Kabinettssitzung betonten beide Regierungschefs, sich künftig noch stärker für die gemeinsamen norddeutschen Interessen gegenüber dem Bund einzusetzen. „Gemeinsam vertreten wir die Interessen Norddeutschlands im Bund und stärken damit unsere Region und den eigenen Standort“, so Günther und Tschentscher.",0.6220938608030152
186,Die Energie-Wende ist ein neues System für die Energie-Versorgung. Die Energie soll umweltfreundlich sein. Beide Länder wollen mehr Wasser-Stoff nutzen.,"Beide Länder waren sich einig, dass die Bedeutung der Nutzung von Wasserstoff weiter steigen werde. Deshalb fordere man den Bund auf, Hamburg und Schleswig-Holstein frühzeitig an das vom Fernleitungsnetzbetreiber Gasunie entstehende europäische Wasserstofffernleitungsnetz „HyPerLink III“ anzubinden. „Der Norden ist die Zukunftsregion für Produktion, Nutzung und die Verteilung von grünem Wasserstoff in Deutschland“, so Bürgermeister Tschentscher.",0.7585883084189851
187,Das ist wichtig für die Energie-Wende. Wasser-Stoff ist Ersatz für: Erdgas Öl,Die von Ellund an der deutsch-dänischen Grenze bis nach Heidenau südlich der Elbe geplante Wasserstoffleitung sei entscheidend für das Gelingen der Energiewende.,0.4040134995221477
188,Kohle,"Um vor allem die norddeutsche Industrie frühzeitig mit Wasserstoff versorgen zu können, müsse der Bund sicherstellen, dass dieses Vorhaben bis 2028 in Betrieb genommen werden könne. Weiterhin fordere man den Bund auf, regulatorische Hemmnisse der erneuerbaren Wasserstoffwirtschaft in Deutschland abzubauen und einen langfristig tragfähigen Finanzierungsrahmen für die Wasserstoffinfrastruktur in Deutschland zu schaffen. „Wir werden uns fachlich und politisch gemeinsam dafür beim Bund stark machen“, sagte der schleswig-holsteinische Regierungschef.",0.19660681190377255
189,Die Bundes-Regierung soll Hamburg und Schleswig-Holstein helfen: Die Städte sollen früh an das Wasser-Stoff-Netz angeschlossen werden.,"Daneben wolle man bei der vom Bund angestrebten Entwicklung einer nationalen Hafenstrategie die Interessen der beiden norddeutschen Länder rechtzeitig platzieren. „Mit der nationalen Hafenstrategie bietet sich den Küstenländern die Chance, wichtige Schwerpunkte der Hafenpolitik und vor allem des künftigen Engagements des Bundes mitzugestalten“, so Günther.",0.6794415756357124
190,Das Netz heißt: HyPerLink 3. Der Name ist englisch. Es gibt das Netz in Europa.,"Bürgermeister Tschentscher sagte: „Die Folgen des völkerrechtswidrigen Angriffskrieges gegen die Ukraine haben deutlich gemacht, dass der Anschluss an die Weltmärkte auch eine Frage nationaler Souveränität und Sicherheit ist.",0.3452987341689725
191,Die Industrie in Nord-Deutschland braucht viel Wasser-Stoff. Hamburg und Schleswig-Holstein haben auch über andere Themen gesprochen.,Dieser Bedeutung wird das aktuelle Engagement des Bundes nicht gerecht.“ Weiterhin wolle man die wehrtechnische Industrie in Hamburg und Schleswig-Holstein stärken. Der russische Angriffskrieg habe den Blick wieder auf die Landes- und Bündnisverteidigung gelenkt und die Bedeutung einer gut ausgerüsteten Bundeswehr vor Augen geführt.,0.8296808031725261
192,Zum Beispiel:,"Die von der Bundesregierung geplanten Maßnahmen zur Ausstattung des Bundeshaushaltes 2022 mit einem Sondervermögen „Bundeswehr“ von 100 Milliarden Euro für notwendige Investitionen und Rüstungsvorhaben seien ein wichtiger Schritt. Es sei verteidigungspolitisch geboten, dass die hamburgische und schleswig-holsteinische Sicherheits- und Wehrindustrie angesichts ihrer herausragenden Expertise schnell und planungssicher an dem Sondervermögen partizipiere, dadurch Wertschöpfung in die Länder geholt werden könne und gut bezahlte Arbeitsplätze gesichert würden. So könne der Norden einen wichtigen Beitrag zu einer entschiedenen Antwort auf die russische Aggression liefern.",-0.2703629331927769
193,Die Digitalisierung Digitalisierung heißt: Man macht etwas mit Computer und Internet.,"Zur Digitalisierung, die ebenfalls auf der Tagesordnung stand, sagten Günther und Tschentscher: „Hamburg und Schleswig-Holstein werden im Bereich der Verwaltungsdigitalisierung und bei der Umsetzung des OZG weiter eng zusammenarbeiten“, Wichtige Verwaltungsleistungen seien im Norden für die Nachnutzung in der gesamten Bundesrepublik entwickelt worden.",0.5094443308655423
194,Über die Zusammen-Arbeit bei Verkehrs-Projekten: Wenn Bahn-Gleise gebaut werden. Oder die Autobahn A 23 weiter gebaut wird Oder der Nord-Ost-See-Kanal.,"So für das Wohngeld und die Wohnsitzanmeldung. „Diese bundesweite Vorreiterfunktion wollen wir weiterhin im engen Schulterschluss wahrnehmen.“ Weiteres Thema der Kabinettssitzung war die Zusammenarbeit bei Infrastrukturprojekten wie dem Ausbau des Schienennetzes, der A 23 oder des Nord-Ostsee-Kanals.",0.5687976253584223
195,Über Politik für die Industrie.,Auch Innovationen und Industriepolitik standen auf der Tagesordnung. Rückfragen der Medien,0.7529163121919026
196,Info: Ein Computer hat diesen Text in Leichte Sprache übertragen. Der Text ist nicht durch Menschen mit Behinderungen geprüft worden.,Senatskanzlei Hamburg Pressestelle E-Mail: pressestelle@sk.hamburg.de,0.04718158119149878
197,Sie können hier dazu mehr lesen.,Staatskanzlei Schleswig-Holstein Pressestelle E-Mail: regierungssprecher@stk.landsh.de,-0.18147904551025598
198,Am 31. März sind der König und die Königin von Groß-Britannien in Hamburg. Der Bürgermeister von Hamburg hat den König und die Königin eingeladen. Sie kommen auch ins Rathaus von Hamburg. Das sind wichtige Themen für den Besuch:,Erster Bürgermeister Dr. Peter Tschentscher: „Der Besuch von König Charles III. und seiner Gemahlin Camilla ist ein Zeichen der Verbundenheit zwischen Deutschland und Großbritannien in schwierigen Zeiten.,0.6613122748338578
199,Der Klima-Schutz Das Gedenken an die Opfer vom Zweiten Welt-Krieg Das ist das Programm von dem Besuch Am Freitag kommen der König und die Königin.,"Dass das Königspaar neben der Hauptstadt auch Hamburg besucht, ist eine große Ehre für die Hansestadt und ein starker Impuls für unsere wirtschaftlichen, wissenschaftlichen und kulturellen Beziehungen zum Vereinigten Königreich.",0.639719170048099
200,Sie fahren von Berlin nach Hamburg: Mit dem Zug. Auch Bundes-Präsident Steinmeier ist dabei.,"Wir freuen uns auch, Bundespräsident Steinmeier und Elke Büdenbender wieder in Hamburg zu begrüßen.",0.5079549309222418
201,Und seine Frau.,Es wird ein besonderer Tag für unsere Stadt.“,0.41925361847724124
202,Dammtor Bahn-Hof und Denkmal Der Erste Bürgermeister Peter Tschentscher und seine Frau begrüßen sie: Am Bahnhof Dammtor. Gemeinsam gehen sie zu einem Denkmal.,Der Erste Bürgermeister und Eva Maria Tschentscher begrüßen König Charles III. und Königin-Gemahlin Camilla sowie Bundespräsident Frank-Walter Steinmeier und Elke Büdenbender am Freitagmittag bei ihrer Ankunft im Bahnhof Dammtor.,0.6913823682227703
203,Das Denkmal heißt: Kinder-Transport – Der letzte Abschied Das Denkmal soll an die Nazi-Zeit erinnern. Kinder wurden nach England gebracht. Damit sie in Sicherheit sind.,Gemeinsam besuchen sie das Denkmal „Kindertransport – Der letzte Abschied“. Am Londoner Bahnhof Liverpool Street steht das Pendant zum Hamburger Denkmal: das von König Charles eingeweihte Denkmal „Kindertransport – Die Ankunft“.,0.6534002107756064
204,Mahnmal St. Nikolai Danach gehen sie zum Mahnmal St. Nikolai.,Im Anschluss folgt eine Kranzniederlegung am Mahnmal St. Nikolai.,0.6027225448219788
205,St. Nikolai war früher eine Kirche. Heute steht nur noch der Kirch-Turm. Im Krieg wurde die Kirche zerstört. Britische und Amerikanische Flugzeuge haben Bomben geworfen: Auf die Kirche.,Die ehemalige Hauptkirche St. Nikolai wurde während britischer und amerikanischer Luftangriffe im Jahr 1943 zerstört.,0.7795902030806614
206,"Rathaus Hamburg Danach fahren der König und die Königin zum Rathaus. Die Menschen können das Paar auf dem Rathaus-Markt sehen: Am Freitag, 31. März um 13 Uhr mittags.","Gegen 13:00 Uhr haben die Hamburgerinnen und Hamburger die Gelegenheit, die Ankunft des Königspaares auf dem Rathausmarkt mitzuerleben.",0.7381363386245227
210,Danach gehen sie ins Rathaus. Sie schreiben in das Goldene Buch. Das ist eine Art Gäste-Buch von der Stadt Hamburg. Boots-Fahrt mit König Charles,Danach trägt sich das Königspaar in das Goldene Buch der Stadt ein.,0.8403385114242319
211,Am Nachmittag fahren Hamburgs Bürgermeister und der König mit einem Boot. Der Bundes-Präsident fährt auch mit. Mit dabei sind wichtige Mitarbeiter vom Hafen. Sie sprechen über:,"Am Nachmittag sprechen Bürgermeister Tschentscher, Bundespräsident Steinmeier und der König während einer Hafenrundfahrt mit Vertreterinnen und Vertretern des Hafens über die Dekarbonisierung der maritimen Wirtschaft, die Förderung der regenerativen Energien und der Wasserstofftechnologie sowie die umwelt- und klimagerechte Transformation der Industrie.",0.6087967318362993
218,Die Frau vom Bundes-Präsidenten auch. Die Schule heißt: Rudolf-Roß-Grund-Schule. Die Schule unterrichtet auf Deutsch. Und auf Englisch.,"Währenddessen besucht die Königin-Gemahlin gemeinsam mit Elke Büdenbender und Eva Maria Tschentscher die Rudolf-Roß-Grundschule, die bilingual auf Deutsch und Englisch unterrichtet.",0.6722821333084643
219,Dort treffen sie Axel Scheffler. Er schreibt Bücher für Kinder. Und er zeichnet die Bilder.,Dort begegnen sie unter anderem den Illustrator Axel Scheffler.,0.7539042590062889
220,Für die Bücher. Er wurde in Hamburg geboren. Er lebt jetzt in London. Er ist besonders bekannt für seine Bilder im Buch: Der Grüffelo.,Der in Hamburg geborene Kinderbuchautor und Illustrator lebt in London und ist insbesondere für seine Illustration im Kinderbuch „Der Grüffelo“ bekannt.,0.7708852750747471
221,Empfang von der Botschaft von Groß-Britannien Die Botschaft von Groß-Britannien hat einen Empfang organisiert.,Der Staatsbesuch endet mit einem Empfang auf Einladung der Britischen Botschaft. Kurzprogramm Hamburg,0.6873911938876803
222,Ein Empfang ist eine Feier.,"Freitag, 31. März 2023 Mittags, Hamburg Besuch des Denkmals „Kindertransport – Der letzte Abschied“ Anschließend, Mahnmal St. Nikolai Kranzniederlegung am Mahnmal Anschließend, Rathausmarkt Begegnung mit Bürgerinnen und Bürgern am Hamburger Rathaus und Eintrag von König Charles III. und Königin-Gemahlin Camilla ins Goldene Buch im Hamburger Rathaus Anschließend, Kreuzfahrtterminal Altona Bootsfahrt des Bundespräsidenten und von König Charles III.",0.25115152937156
