,sentence_normal,sentence_leicht,score
8424,"Das bedeutet, sie können bei Gericht selbst Erklärungen abgeben, Anträge stellen oder gegen Gerichtsentscheidungen vorgehen.","['In einem solchen Gerichts-Verfahren dürfen Betreute selbst Anträge beim Gericht stellen. Oder Erklärungen gegenüber dem Gericht abgegeben. Oder selbst gegen Gerichts-Entscheidungen vorgehen.', 'Er kann das Gericht anrufen oder einen Brief schreiben.', 'Auch andere Personen können das dem Gericht sagen.']","[0.941592276096344, 0.5741024017333984, 0.5847244262695312]"
8425,"Das bedeutet, sie muss erläutern, welche Betreuungsziele umgesetzt und welche Maßnahmen durchgeführt wurden.","['Versteht der Betreute, welche Folgen die Behandlung hat.', 'Welche Ziele wurden mit der Betreuung erreicht?']","[0.49611905217170715, 0.638709545135498]"
8426,Das betreuungsgerichtliche Verfahren Für die Bestellung einer rechtlichen Betreuer*in ist das Betreuungsgericht zuständig.,"['Dann kann das Betreuungs-Gericht einen rechtlichen Betreuer bestellen.', 'Wichtig ist: Das Betreuungs-Gericht hat den Betreuer bestellt.', 'Deshalb darf auch nur das Betreuungs-Gericht den Betreuer entlassen.']","[0.8358231782913208, 0.7684014439582825, 0.6548988819122314]"
8427,"Das betrifft etwa die Fragen, ob, wie und wie lange eine rechtliche Betreuung erfolgt.",['Wie lange kann eine rechtliche Betreuung dauern?'],[0.7709439992904663]
8428,"Das gilt auch für Personen, die in der ambulanten Versorgung des rechtlich zu betreuenden Menschen beschäftigt sind.","['Dazu sagt man auch: Betreute sind prozess-fähig.', 'Hier lesen Sie: Was Betreute dann machen können.']","[0.45680901408195496, 0.48902302980422974]"
8429,Denn der rechtlich betreute Mensch braucht dann für den wirksamen Abschluss z. B. eines Mietvertrags die vorherige oder nachträgliche Zustimmung seiner rechtlichen Betreuer*in.,['Das bedeutet: Der Betreuer darf für den Betreuten Verträge schließen. Zum Beispiel: einen Miet-Vertrag.'],[0.6335745453834534]
8430,Der Anfangsbericht ist hierfür ein gutes Instrument.,"['Dann klappt ein Text auf.', 'In dem Text steht die Antwort.', 'Ein Bericht ist ein Text.', 'In den folgenden Texten lesen Sie: Welche Berichte es gibt.']","[0.19816432893276215, 0.28479093313217163, 0.4361603260040283, 0.4166419208049774]"
8431,Der Aufgabenkreis besteht aus einem oder mehreren Aufgabenbereichen.,['Sie haben verschiedene Aufgaben.'],[0.4703958034515381]
8432,Der Gesetzgeber hat daher Beratungsansprüche gegenüber der Betreuungsbehörde und dem Betreuungsgericht vorgesehen.,"['Beim Thema Betreuung werden immer wieder Fach-Wörter benutzt. Zum Beispiel: Betreuungs-Gericht, Betreuungs-Behörde und Betreuungs-Verein.']",[0.6274539232254028]
8433,Deshalb muss das Betreuungsgericht das Sachverständigengutachten dem zu betreuenden Menschen grundsätzlich vor der Anhörung vollständig übermitteln.,['Die Informationen vom Betreuungs-Gericht müssen gut verständlich sein.'],[0.6114680171012878]
8434,Die Anordnung der rechtlichen Betreuung führt nicht zur Entrechtung der rechtlich Betreuten.,"['Hier darf der Betreuer nicht reinreden.', 'Der Betreuer kann den Betreuten nicht vor den Schlägen schützen.', 'Der Betreuer-Wechsel darf auch nicht dazu führen, dass der Betreute gefährdet wird. Aber das Gericht muss den Wechsel nicht machen.']","[0.42519184947013855, 0.5543349385261536, 0.7183924913406372]"
8435,Die Antragsformulare für die Aufwandspauschale sind im Internet zu finden.,['Hier bekommen Sie die Antworten.'],[0.15952907502651215]
8436,Die Betreuungsbehörde unterstützt das Betreuungsgericht.,"['Deshalb geht der Betreute zum Gericht.', 'Was macht das Betreuungs-Gericht?', 'Das Betreuungs-Gericht © Reinhild Kassing Das Betreuungs-Gericht.', 'Außerdem prüft das Betreuungs-Gericht den rechtlichen Betreuer.', 'Es gibt auch Betreuungs-Behörden.', 'Sie helfen zum Beispiel dem Gericht, einen guten Betreuer zu finden.', 'Das Betreuungs-Gericht bestimmt: Bei welchen Dingen der Betreuer dem Betreuen hilft.', 'Der Betreuer soll ihn dabei unterstützen.', 'Das Betreuungs-Gericht kontrolliert den rechtlichen Betreuer.', 'Das bedeutet: Das Betreuungs-Gericht passt auf, ob der Betreuer seine Arbeit gut macht.', 'Den Text schreibt der Betreuer für das Betreuungs-Gericht.', 'Der Betreuer hat ständig Streit mit dem Pflege-Dienst.', 'Der Betreute sagt dem Gericht: Ich brauche Hilfe.']","[0.5516364574432373, 0.6995987892150879, 0.5551608800888062, 0.7824835181236267, 0.5978274345397949, 0.6357605457305908, 0.7665691375732422, 0.5156460404396057, 0.8401139974594116, 0.7275090217590332, 0.6614681482315063, 0.4583193361759186, 0.5613589882850647]"
8437,Die Führung einer rechtlichen Betreuung erstreckt sich oft über mehrere Jahre.,"['Eine Betreuung kann viele Jahre lang dauern. ©', 'Reinhild Kassing Eine Betreuung kann viele Jahre dauern.']","[0.7182784080505371, 0.6612222790718079]"
8438,"Die Unterrichtung soll in der Weise erfolgen, dass die betreffende Person die Informationen versteht.",['Damit der Betreute sie möglichst versteht.'],[0.6173662543296814]
8439,"Die Wünsche und der Wille der rechtlich betreuten Person sind sozusagen Handlungsleitlinie für die rechtliche Betreuer*in, aber auch für das Betreuungsgericht.","['Deshalb muss der Betreuer nach den Wünschen vom Betreuten fragen.', 'Deswegen muss der Betreuer nach den Wünschen vom Betreuten fragen.', 'Dann missachtet der Betreuer die Wünsche vom Betreuten.']","[0.6355966925621033, 0.6355531215667725, 0.5498086810112]"
8440,Die gerichtliche Entscheidung Nach der Anhörung und dem Erhalt der Informationen aus dem Sozialbericht sowie dem Sachverständigengutachten trifft das Betreuungsgericht eine Entscheidung.,"['Das bedeutet, das Gericht prüft erst. Und dann entscheidet es.']",[0.6491865515708923]
8441,"Die rechtlich zu betreuende Person kann dem Betreuungsgericht mitteilen, wen sie sich als rechtliche Betreuer*in wünscht; aber auch, welche Person sie sich nicht wünscht.","['Betreute können dem Gericht auch sagen: Wer nicht rechtlicher Betreuer sein soll.', 'Der Betreuer muss dem Gericht sagen, wenn und warum er sich nicht an die Wünsche vom Betreuten hält.', 'Der Betreute kann sagen: Was ihm nicht gefällt.', 'In dem Antrag steht: Der Betreuer soll entlassen werden. Und die Betreuung macht ab jetzt eine andere Person.', 'Der Name der anderen Person wird auch genannt.']","[0.8383580446243286, 0.6827182769775391, 0.3911033868789673, 0.5447328090667725, 0.2573922276496887]"
8442,"Die rechtlich zu betreuende Person soll ihre potenzielle Betreuer*in kennenlernen, bevor sie ihre Betreuer*in wird.","['Außerdem soll der Betreute den Betreuer kennenlernen. Und zwar bevor das Betreuungs-Gericht den Betreuer bestellt.', 'Gespräch mit dem Betreuer Der Betreute soll zuerst mit dem Betreuer sprechen.']","[0.8084644079208374, 0.662949800491333]"
8443,Die rechtliche Betreuer*in muss dem Gericht zudem regelmäßig über die rechtlich betreute Person berichten.,"['Der Betreute muss dem Gericht genau sagen, was der Betreuer schlecht macht.']",[0.6285496950149536]
8444,"Die rechtliche Betreuer*in: hat das Selbstbestimmungsrecht der rechtlich betreuten Person zu achten, muss die Wünsche der rechtlich betreuten Person feststellen, ist an diese grundsätzlich gebunden und muss die rechtlich betreute Person bei der Umsetzung dieser wünsche unterstützen, darf nur dann stellvertretend tätig sein, wenn dies zwingend notwendig ist( Unterstützen vor Vertreten!), muss alle Angelegenheiten innerhalb des angeordneten Aufgabekreises mit der rechtlich betreuten Person besprechen, muss den erforderlichen Kontakt zur rechtlich betreuten Person halten und sich regelmäßig einen persönlichen Eindruck von ihr verschaffen, muss ihre Rehabilitation unterstützen und mit dem Betreuungsgericht zusammenarbeiten.","['Der Betreuer muss sich an die Wünsche vom Betreuten halten.', 'Der Betreuer soll sich immer an die Wünsche vom Betreuten halten.', 'Der Betreuer und der Betreute müssen oft Kontakt haben. Und der Betreuer soll den Betreuer regelmäßig sehen.']","[0.6490322351455688, 0.6491883993148804, 0.5467227697372437]"
8445,Die rechtliche Betreuer*innen muss auch über ihre konkreten Tätigkeiten berichten.,"['Damit sie wissen, was in dem Bericht über sie steht.']",[0.44711607694625854]
8446,Die sachverständige Person muss die rechtlich zu betreuende Person persönlich untersuchen und darf sich nicht auf Untersuchungsberichte anderer Ärzt*innen verlassen.,"['Der Arzt muss also immer prüfen: Versteht der Betreute, was der Arzt sagt.']",[0.528031587600708]
8447,Dies gilt zumindest für Vermögensschäden.,['Dazu sagt man auch: Vermögens-Sorge.'],[0.5554068088531494]
8448,"Dieses besagt, dass eine Ehe- oder Lebenspartner*in ihre Partner*in sechs Monate lang vertreten kann, wenn sie ihre Gesundheitsangelegenheiten aufgrund einer Bewusstlosigkeit oder Krankheit nicht besorgen kann.",['Damit er nachts nicht aus dem Bett fällt.'],[0.13208089768886566]
8449,Ebenso ergeben sich aus der Anhörung der rechtlich zu betreuenden Person weitere Erkenntnisse.,"['Betreuungs-Gericht Es kann aber auch sein, dass sich nach dem Gespräch nichts ändert.']",[0.34723296761512756]
8450,Ehrenamtliche Angehörigenbetreuer*innen können eine solche Erklärung abgegeben.,['Man sagt auch: Ehrenamtliche Angehörigen-Betreuer.'],[0.71018385887146]
8451,"Ehrenamtliche Angehörigenbetreuer*innen sind nicht verpflichtet, einen Anfangsbericht anzufertigen.","['Wenn ein Angehöriger der Betreuer ist, muss er nicht jedes Jahr eine Rechnung legen.']",[0.6035898327827454]
8452,"Ehrenamtliche Betreuer*innen sollten sich daher vor Ort informieren, welche Beratungs- und Fortbildungsmöglichkeiten die örtlichen Betreuungsbehörden und -vereine im Angebot haben.",['Der ehrenamtliche Betreuer soll auch an Schulungen teilnehmen.'],[0.6531288623809814]
8453,"Ehrenamtliche Fremdbetreuer*innen sind diejenigen, die keine solche Beziehung oder Bindung zur rechtlich betreuten Person haben.",['Manche ehrenamtlichen Betreuer sind nicht mit der rechtlich betreuten Person verwandt oder befreundet.'],[0.8381646871566772]
8454,"Ehrenamtliche Fremdbetreuer*innen sollen nur bestellt werden, wenn sie vor ihrer Bestellung zur rechtlichen Betreuer*in eine Anbindungserklärung zu einem Betreuungsverein abgeben haben.","['Darum sollen ehrenamtliche Betreuer einen Vertrag mit einem Betreuungs-Verein machen.', 'Angehörigen-Betreuer müssen so einen Vertrag nicht machen. Aber sie können so einen Vertrag machen.']","[0.6774763464927673, 0.579980194568634]"
8455,"Ein Ausnahmefall liegt z. B. vor, wenn eine ehrenamtliche Betreuung nicht möglich ist, weil der rechtlich zu betreuende Mensch keine nahen Angehörigen hat.","['Das können zum Beispiel die Gründe sein: Die gewünschte Person kennt sich nicht im Betreuungs-Recht aus.', 'Sie hat keine Zeit für die Betreuung. Oder sie arbeitet in der Einrichtung, in der der Betreute lebt. Oder sie ist ein Berufs-Betreuer ist.', 'Dann wird der Betreute nicht mehr versorgt. Oder: Der Betreute wohnt beim Betreuer.']","[0.6610584259033203, 0.5339901447296143, 0.6100829243659973]"
8456,Eine Berufsbetreuer*in übernimmt geschäftsmäßig Betreuungen.,"['Auch Menschen mit einem Betreuer sind geschäftsfähig.', 'Sie regeln die Betreuungen.', 'Büro in einer Betreuungs-Behörde.', 'Die Mitarbeiter vom Verein können auch Betreuungen führen.', 'Berufs-Betreuer Es gibt auch Berufs-Betreuer.', 'Manche Berufs-Betreuer sind selbständig.', 'Andere arbeiten in einem Betreuungs-Verein.', 'Reinhild Kassing Manchmal macht der Betreuer seine Arbeit schlecht.', 'Der Ehe-Partner vom Betreuer schlägt den Betreuten.', 'Wechsel vom Betreuer Eine Betreute mit ihrem neuen Betreuer. ©', 'Dazu sagt man auch: Betreuer-Wechsel.', 'Denn manchmal kann es sein, dass jemand sagt: Ich möchte Betreuer sein.']","[0.669205904006958, 0.4715750217437744, 0.5797406435012817, 0.5507305860519409, 0.6632142066955566, 0.6785268187522888, 0.5763548612594604, 0.4609503149986267, 0.38481467962265015, 0.5288611650466919, 0.3827984631061554, 0.5258136987686157]"
8457,"Eine Beteiligung kann erfolgen, wenn der rechtlich zu betreuende Mensch damit einverstanden und die Teilnahme in seinem Interesse ist.","['Obwohl die Wünsche dem Betreuten nicht schaden.', 'Die andere Person muss geeignet sein.']","[0.3770710229873657, 0.3341834843158722]"
8458,Eine Betreuung in allen Angelegenheiten gibt es nicht mehr.,['Die Kaffee-Maschine ist aber kaputt.'],[0.1717885434627533]
8459,Eine rechtliche Betreuer*in ist nicht zuständig für die Haushaltsführung oder Pflege des rechtlich betreuten Menschen.,"['Der Betreuer hat keinen Kontakt zum Betreuten.', 'Der Betreuer spricht nicht mit dem Betreuten. Oder der Betreuer hält sich nicht an die Wünsche vom Betreuten.']","[0.5879479646682739, 0.6116671562194824]"
8460,"Eine rechtliche Betreuer*in unterstützt die rechtlich betreute Person dabei, ein möglichst selbstbestimmtes Leben zu führen.","['Der Betreuer unterstützt den Betreuten Der Betreute soll selbst bestimmen können.', 'Betreute sollen selbst über ihr Leben bestimmen.']","[0.6852667331695557, 0.6520640850067139]"
8461,"Eine zusätzliche Pauschale können Berufsbetreuer*innen geltend machen bei: der Verwaltung höherer Vermögen der rechtlich betreuten Person, der Übernahme einer Betreuung von ehrenamtlichen Betreuer*innen und bei Abgabe einer beruflichen Betreuung an ehrenamtliche Betreuer*innen.","['Übersicht über das Vermögen vom Betreuten Manchmal hat der Betreuer die Aufgabe, den Betreuten bei Geld-Dingen zu helfen.']",[0.631742000579834]
8462,Er kann damit in der Regel weiterhin selbst Verträge abschließen oder in medizinische Maßnahmen einwilligen.,"['Denn dann kann er selbst entscheiden, ob er einen Vertrag machen will. Oder ob er operiert werden will.', 'Davon will er sich ein neues Radio kaufen.']","[0.7424818873405457, 0.2593766450881958]"
8463,"Erst wenn eine Ärzt*in feststellt, dass der Mensch in der konkreten Behandlungssituation nicht in der Lage ist, Art, Bedeutung und Tragweite( Risiken) der ärztlichen Maßnahme zu erfassen, kommt es auf die Einwilligung eines dazu Berechtigten an( z. B. einer rechtlichen Betreuer*in).","['Das bedeutet: Der Betreute muss wissen und verstehen: Was macht der Arzt.', 'Welche Folgen hat das, was der Arzt macht. Zum Beispiel: Bei Impfungen muss der Betreute wissen: Die Impfung hilft gegen Krankheiten. Aber die Impfung verletzt den Betreuten auch.', 'Denn der Arzt muss den Betreuten mit der Spritze stechen.', 'Wenn der Betreute das weiß, kann er überlegen, was wichtiger ist: mit der Spritze vor Krankheiten geschützt zu werden oder nicht gestochen zu werden.', 'Denn manchmal erkennen Betreute nicht: Dass die Operation notwendig ist, damit der Betreute wieder gesund wird.', 'Wenn der Betreute im Krankenhaus-Bett fixiert werden soll. Fixieren heißt: Ein Mensch wird durch Gurte in seinem Bett fest-gebunden.']","[0.5196117162704468, 0.4339274764060974, 0.322590172290802, 0.5458233952522278, 0.4994347095489502, 0.3784957528114319]"
8464,"Es gehört zu den essentiellen Aufgaben der rechtlichen Betreuer*in, sich am Anfang einer Betreuung, aber auch in deren Verlauf, zu überlegen, welche Ziele die rechtliche Betreuung haben soll, welche Maßnahmen zu ergreifen sind und wie der Rehabilitationsauftrag erfüllt werden kann.",['In den folgenden Texten lesen Sie: Was die wichtigsten Aufgaben von einem Betreuer sind.'],[0.5217171907424927]
8465,"Führt eine ehrenamtliche Betreuer*in eine rechtliche Betreuung, erhält sie keine Vergütung.","['Ehrenamtliche Betreuer Zum Beispiel: Ehrenamtliche Betreuer. Ehrenamtlich heißt: Sie bekommen für ihre Arbeit keinen Lohn.', 'Denn ein Berufs-Betreuer darf nur rechtlich betreuen, wenn es keinen ehrenamtlichen Betreuer gibt.', 'Als der Betreute das Geld hat, sagt der Betreuer ohne Grund: Der Betreute darf sich das Radio nicht kaufen.']","[0.7393102049827576, 0.7962852716445923, 0.4523935616016388]"
8466,Für ehrenamtliche Betreuer*innen sind in fast allen Bundesländern Sammel-Haftpflicht-Versicherungen eingerichtet.,['Betreuungs-Behörden gibt es in jedem Bundes-Land.'],[0.4940054416656494]
8467,"Ganz wichtig: Die rechtliche Betreuer*in ist verpflichtet, nur dann stellvertretend aktiv zu werden, wenn der rechtlich betreute Mensch ohne Hilfe der rechtlichen Betreuer*in nicht selbst eine eigene Entscheidung treffen kann oder diese umsetzen kann.","['Es gibt aber eine Ausnahme: Der Betreute kann die Entscheidung nicht allein treffen.', 'Der Betreuer soll den Betreuten aber nur vertreten, wenn es nicht anders geht. Zum Beispiel: Weil der Betreute nicht mehr selbst entscheiden kann. Oder weil das zum Schutz vom Betreuten nötig ist.']","[0.6603423357009888, 0.7834731340408325]"
8468,"Gemeinsam und mit dem Einverständnis der jeweiligen Person erörtert, organisiert und lotet die Betreuungsbehörde die in Betracht kommenden sozialen Hilfen aus.",['In dem Vertrag steht: So ist die Hilfe geregelt.'],[0.4373522102832794]
8469,"Grundlagen zur rechtlichen Betreuung Wenn volljährige Menschen wegen einer Krankheit oder Behinderung ihre rechtlichen Angelegenheiten nicht selbst regeln können, kann das Betreuungsgericht eine rechtliche Betreuer*in bestellen.",['Viele erwachsene Menschen mit Beeinträchtigung haben eine rechtliche Betreuung.'],[0.7226360440254211]
8470,Hier gelten andere Vermögensfreigrenzen.,['Mehr über die Unterschiede lesen Sie hier.'],[0.25687602162361145]
8471,"Hierbei ist es unerheblich, ob die Betreuung durch Tod des rechtlich betreuten Menschen, durch einen Betreuer*innenwechsel oder durch Aufhebung endet.","['Der Streit führt dazu, dass der Pflegedienst kündigt.']",[0.36569148302078247]
8472,"In bestimmten Einzelfällen kann das Betreuungsgericht einen höheren Vermögensschonbetrag festlegen, wenn für die rechtlich betreute Person eine besondere Härte vorliegt.",['Es gibt aber eine Ausnahme: Zum Beispiel: Wenn eine Person sehr viel Unterstützung beim Umgang mit Geld braucht.'],[0.5327401161193848]
8473,In den gesetzlichen Regelungen zum Betreuungsrecht werden die Aufgabenkreise nicht genannt.,['Die Gründe für den Streit haben aber nichts mit dem Betreuten zu tun.'],[0.4820629060268402]
8474,In der Regel gibt die Betreuungsbehörde nach einem persönlichen Gespräch mit der rechtlich zu betreuenden Person einen Bericht ab( sogenannter Sozialbericht).,['Den Bericht soll der Betreuer mit den Betreuten besprechen.'],[0.6492189168930054]
8475,"In diesem schildert die Betreuungsbehörde die persönliche, soziale und gesundheitliche Situation des rechtlich zu betreuenden Menschen.",['In den folgenden Texten lesen Sie: Warum und wie ein Betreuer entlassen werden kann.'],[0.45648428797721863]
8476,"In einer Patientenverfügung können Personen festlegen, welche Behandlung sie im Falle ihrer Einwilligungsunfähigkeit wünschen oder auch nicht wünschen.","['Auch Menschen mit einem Betreuer, können beim Arzt selbst entscheiden. Zum Beispiel: Ob sie geimpft werden wollen oder ob der Zahn gezogen werden soll.']",[0.5843672156333923]
8477,"Ist die ehrenamtliche Betreuer*in nicht für die Vermögenssorge zuständig und / oder die rechtlich betreute Person mittellos, kann die ehrenamtliche Betreuer*in beim Betreuungsgericht formlos einen Antrag auf Zahlung der Pauschale stellen.","['Ein weiterer Grund für die Entlassung von einem Berufs-Betreuer: Der Betreuer ist nicht bei der Bereuungs-Behörde angemeldet.', 'Wenn es dem Betreuten durch den Betreuer nicht gut geht Der Betreuer kann auch entlassen werden, wenn er sich so verhält, dass es dem Betreuten nicht gut geht. Zum Beispiel: Der Betreute hat einen Pflege-Dienst.']","[0.5977773070335388, 0.636186957359314]"
8478,"Ist die rechtlich betreute Person nicht mittellos und die ehrenamtliche Betreuer*in für die Vermögenssorge der rechtlich betreuten Person zuständig, kann die Pauschale direkt aus dem Vermögen der rechtlich betreuten Person entnommen werden.",['Ein Vermögen ist zum Beispiel gespartes Geld. Oder der Betreute kann nicht mehr selbst entscheiden.'],[0.6220830678939819]
8479,"Ist dies nicht der Fall, besteht keine Pflicht zur Anhörung von Eltern, Geschwistern oder anderen Verwandten.",['Die Schwester oder der Bruder.'],[0.23446756601333618]
8480,"Ist ein Einwilligungsvorbehalt angeordnet, ist für den wirksamen Abschluss eines solchen Vertrages die Zustimmung der rechtlichen Betreuer*in notwendig.","['Dann muss der Betreuer sagen: Ja, die Person darf den Vertrag machen.', 'Erst dann ist der Vertrag gültig.']","[0.5947462320327759, 0.5105424523353577]"
8481,Jahresbericht Weiterhin ist die rechtliche Betreuer*in zu jährlichen Berichten über die rechtlich betreute Person verpflichtet( sogenannter Jahresbericht).,"['Dafür schreibt der Betreuer Berichte.', 'Zu so einem Bericht sagt man auch: Jahres-Bericht.', 'Der Jahres-Bericht ist für das Betreuungs-Gericht.', 'Betreute sollten den Betreuer deswegen jedes Jahr nach dem Bericht fragen.', 'Außerdem muss der Betreuer dem Betreuungs-Gericht jedes Jahr sagen: Wie viel Geld hat der Betreute in diesem Jahr bekommen?']","[0.5097895860671997, 0.5320024490356445, 0.6590690612792969, 0.6968636512756348, 0.6435805559158325]"
8482,"Kann die rechtliche Betreuer*in sie nicht überzeugen, ihr Handeln zu ändern, wäre ein Einwilligungsvorbehalt denkbar.",['Die Entscheidung kann auch gegen die Wünsche vom Betreuten sein.'],[0.5566141605377197]
8483,Konkret in den Paragraphen 1814 bis 1881.,['In diesem Text steht: Was das genau bedeutet.'],[0.24929895997047424]
8484,Können Betreuer*innen zum Schadensersatz verpflichtet sein?,"['Kann ein Betreuter einen Vertrag abschließen?', 'Können Betreute Verträge abschließen?']","[0.5691891312599182, 0.5940895676612854]"
8485,"Leitet das Gericht ein betreuungsgerichtliches Verfahren ein, muss es die rechtlich zu betreuende Person über die Aufgaben der rechtlichen Betreuer*in, über den Verlauf des Verfahrens und die voraussichtlichen Kosten informieren.","['Der Betreute soll wissen: Was eine rechtliche Betreuung ist, wie teuer eine rechtliche Betreuung ist, wie das Gericht arbeitet.']",[0.74596107006073]
8486,Manchmal können erwachsene Menschen aber ihre rechtlichen Angelegenheiten nicht selbst regeln.,"['Einige erwachsene Menschen brauchen Unterstützung bei rechtlichen Dingen.', 'Sie können diese Dinge nicht selbst erledigen. Oder sie können nicht allein entscheiden.']","[0.7222974896430969, 0.5380303263664246]"
8487,Mit der Übernahme der Betreuung muss die rechtliche Betreuer*in einen Bericht über die persönlichen Verhältnisse der rechtlich betreuten Person erstellen.,['Es prüft: Ob der Betreuer seine Arbeit richtig macht. Zum Beispiel: Ob der Betreuer sich regelmäßig mit dem Betreuten trifft. Und mit ihm alles bespricht.'],[0.6275718212127686]
8488,"Möglich ist es auch, dass rechtliche Betreuer*innen für unterschiedliche Aufgabenbereiche zuständig sind.",['Verschiedene Menschen können eine rechtliche Betreuung übernehmen.'],[0.8121616244316101]
8489,"Möglicherweise existiert vor Ort auch ein Betreuungsverein der Lebenshilfe, der konsultiert werden kann.",['Der Betreuungs-Verein kann sie beraten und unterstützen.'],[0.6480228304862976]
8490,Neben dem betroffenen Menschen ist auch die Betreuungsbehörde zwingend anzuhören.,"['Darum muss der Betreuer wissen: Was der Betreute will.', 'Der Betreuer muss alles mit dem Betreuten besprechen.', 'Gespräch zwischen Betreuter und ihrem Betreuer. ©', 'Das bedeutet: Die andere Person muss gut mit dem Betreuten umgehen können.', 'Außerdem muss die andere Person die Betreuung übernehmen wollen.']","[0.628796398639679, 0.6638386249542236, 0.4651048183441162, 0.5365281701087952, 0.4888451099395752]"
8491,"Oder, wenn gegen den erklärten Willen der rechtlich zu betreuenden Person eine rechtliche Betreuer*in bestellt oder ein Einwilligungsvorbehalt eingerichtet werden soll.","['Es gibt aber eine Ausnahme: Wenn der Betreuer dem Gericht sagt: Ich führe den Rechts-Streit für den Betreuten.', 'Wann hat der Betreuer anders gehandelt, als es der Betreute wollte?', 'Manchmal will ein Betreuter keinen rechtlichen Betreuer. Und bekommt trotzdem einen.', 'Wenn der Betreuer nicht mit dem Gericht zusammenarbeitet Auch andere Gründe können zur Entlassung führen. Zum Beispiel: Wenn der Betreuer nicht mit dem Gericht zusammenarbeitet. Oder dem Gericht nicht antwortet, wenn es den Betreuer etwas zur Betreuung fragt.']","[0.6728600859642029, 0.5157029032707214, 0.7164634466171265, 0.6806662082672119]"
8492,Passendes Angebot aus unserem Verlag: Der Stichwortkommentar zum Behindertenrecht beantwortet die juristischen Fragen der Praxis nach Stichworten und nah an der Beratungs- und Entscheidungswirklichkeit.,"['So können Sie die Antworten lesen: Klicken Sie auf die Frage. Oder auf das Kreuz ganz rechts.', 'In den nächsten Texten werden die Fach-Wörter erklärt.']","[0.2352830171585083, 0.3810312747955322]"
8493,Rechtlich betreute Personen sind auch in Zivil- und Sozialgerichtsverfahren grundsätzlich prozessfähig.,"['Können Betreute einen Streit vor einem Gericht führen?', 'Manchmal führen rechtlich betreute Menschen einen Streit vor einem Gericht. Zum Beispiel: Ein Betreuter hat eine Kaffee-Maschine gekauft.']","[0.610873818397522, 0.5327760577201843]"
8494,"Rechtliche Betreuer*innen können ehrenamtliche Betreuer*innen, Berufs- oder Vereinsbetreuer*innen, aber auch ein Betreuungsverein sein.","['In einem Betreuungs-Verein arbeiten Betreuer und andere Fach-Leute zusammen.', 'Das sind oft Sozial-Arbeiter oder Juristen.']","[0.645764172077179, 0.4998575448989868]"
8495,Schlussbericht Nach der Beendigung der rechtlichen Betreuung hat die rechtliche Betreuer*in einen sogenannten Schlussbericht zu erstellen.,['Danach gibt es eine Prüfung.'],[0.30926427245140076]
8496,Sie kann Entscheidungen mit Wirkung für die rechtlich betreute Person treffen.,"['Betreute können die Entscheidung selbst treffen.', 'Kann der Betreute selbst eine Entscheidung treffen.']","[0.6326828002929688, 0.646235466003418]"
8497,"Sie kann daher im gesamten Betreuungsverfahren Anträge stellen, eine Rechtsanwält*in beauftragen, Rechtsmittel einlegen und ihre Rechte im Verfahren selbst wahrnehmen.",['Er klagt gegen den Verkäufer.'],[0.2847646176815033]
8498,Sie können es aber.,['Obwohl er es nicht kann.'],[0.369570791721344]
8499,Sie muss die Genehmigung des Betreuungsgerichts einholen.,"['Sie braucht dafür den Betreuer.', 'Dann muss der Arzt den Betreuer fragen.', 'Was das Gericht genehmigen muss.', 'Genehmigung vom Betreuungs-Gericht Will der Betreuer manche Dinge tun, muss er das Gericht um Erlaubnis fragen.', 'Dazu muss der Betreute beim Gericht einen Antrag stellen.']","[0.5587278008460999, 0.46174493432044983, 0.6767089366912842, 0.7691825032234192, 0.7549949288368225]"
8500,Sie soll nur im Ausnahmefall bestellt werden; selbst wenn die rechtlich zu betreuende Person sich ausdrücklich eine Berufsbetreuer*in wünscht.,['Obwohl der Betreute das nicht will.'],[0.4268154501914978]
8501,Sind Angehörige am Betreuungsverfahren zu beteiligen?,"['Können Betreute beim Arzt selbst entscheiden?', 'Soll die Betreuung weiter-gehen?']","[0.5040004849433899, 0.49897152185440063]"
8502,So etwa die Einrichtung eines Kontos oder die Entscheidung über eine anstehende Operation.,"['Dazu gehört zum Beispiel: Einen Vertrag schließen, mit Geld umgehen, beim Arzt entscheiden, ob sie behandelt werden sollen.', 'Das gilt für große Entscheidungen. Zum Beispiel: Wo will ich wohnen?', 'Lasse ich mich operieren?', 'Wenn eine schwere Operation ansteht.']","[0.6281651854515076, 0.3640713691711426, 0.3167501986026764, 0.3808068335056305]"
8503,So kann die rechtliche Betreuer*in den rechtlich betreuten Menschen z. B. bei der Vermögens- oder Gesundheitssorge oder dem Kontakt mit Behörden unterstützen.,"['Deswegen müssen Betreute dem Gericht sagen, wo sie Hilfe brauchen. Zum Beispiel: beim Umgang mit Geld, beim Thema Gesundheit, beim Schreiben von Briefen, bei der Wohnungs-Suche oder beim Kontakt mit Behörden.']",[0.733948290348053]
8504,Stattdessen kann es Angehörige hinzuziehen.,"['Dafür kann er sich Hilfe von anderen Personen holen.', 'Es kann den Wechsel machen.']","[0.5066733956336975, 0.3056862950325012]"
