,sents_leicht,sents_standard,label
779,Es gibt viele Infos und Bilder. Die Menschen können so genau erkennen: Wie gut man einen Ort erreichen kann. Es gibt die Daten auch online.,Daten und Skizzen ergänzen einander und geben den Anwendern eine eindeutige Information über die Situation vor Ort.,1
780,Welt-weite Online-Karte,Weltweite Online-Karte,1
781,www.wheelmap.org ist eine Internet-Seite. Auf der Internet-Seite gibt es Karten von Orten auf der ganzen Welt: Die man gut mit dem Roll-Stuhl erreichen kann.,Wheelmap.org ist eine Online-Karte zum Finden und Markieren rollstuhlgerechter Orte.,1
782,Die Karte gibt es auch für Hamburg. Die Orte werden bewertet: Wie gut man sie mit dem Roll-Stuhl erreichen kann. Eine grüne Markierung heißt: Der Ort kann sehr gut mit dem Roll-Stuhl erreicht werden.,Mit einem einfachen Ampelsystem werden öffentlich zugängliche Orte entsprechend ihrer Rollstuhlgerechtigkeit markiert.,1
783,Eine orange Markierung heißt: Der Ort kann nur teilweise erreicht werden mit dem Roll-Stuhl. Eine rote Markierung heißt: Der Ort kann nicht erreicht werden mit dem Roll-Stuhl. Roll-Stuhl-Fahrer können so gut planen: Welche Orte sie gut erreichen können.,Mit diesen Informationen soll es für mobilitätseingeschränkte Menschen leichter werden ihren Tag besser zu planen und damit unabhängiger sowie leichter am Alltag teilhaben zu können.,1
784,Mobil mit Bus und Bahn,Mobil mit Bus und Bahn,1
785,Sie können hier alle Infos lesen zum Öffentlichen Personen-Nah-Verkehr: https://www.hamburg.de/mobilitaet/1565392/oeffentlicher-personennahverkehr/,Alle Informationen zur Nutzung des Öffentlichen Personennahverkehrs finden Sie hier...,1
786,Hamilton ist ein Musical . Ein Musical ist eine Veranstaltung: Bei der ein Theaterstück aufgeführt wird. Und die Schauspieler singen dabei. Viele Leute wollen das Musical sehen.,"Ihre Vorteile ● Wählen Sie Ihren Wunschplatz mit dem Saalplan aus ● Nutzen Sie Ermäßigungen für Kinder, Schüler, Studierende u.a. ● Profitieren Sie von den Angeboten für Familien",1
787,Das Musical spielt in Hamburg auf der Bühne im Theater .,Ihre Vorteile ● Übernachtung im Hotel ihrer Wahl inkl. Frühstück ● Musical-Ticket in der Preiskategorie Ihrer Wahl ● Programmheft ● Hamburg CARD für 3 Tage für Ihren Aufenthalt in Hamburg,1
788,Hamilton in Hamburg,HAMILTON in Hamburg,1
789,Das Musical gibt es auch in anderen Städten.,"Nach New York, Chicago, London und anderen Spielorten kommt die Musical-Sensation nun auch nach Hamburg. Stage Entertainment hat dafür eine deutschsprachige Version entwickelt.",1
791,London Es ist sehr beliebt.,Die Rap-Musical-Sensation HAMILTON schlug am Broadway ein wie eine Bombe.,1
792,Das Musical hat schon viele Preise gewonnen.,Seit der Premiere am 20. Januar 2015 ist das Stück aus der Feder von Lin-Manuel Miranda durchgängig ausverkauft und wurde bereits mit elf Tony Awards und einem Pulitzer-Preis ausgezeichnet.,1
793,Jetzt gibt es das Musical auch in Hamburg.,Zusätzlich hält das Musical den Rekord für die meisten Tony-Nominierungen aller Zeiten (16) und hat einen Grammy-Award für das beste Musical-Album gewonnen.,1
794,Die Mu sik von Hamilton ist anders: Als die Musik in anderen Musicals. Die Musik von Hamilton ist Rap-Musik .,"Unglaublich für ein Musical, das sich vom traditionellen Broadway-Sound abwendet und stattdessen über das Leben eines amerikanischen Gründervaters rappt. Und doch ist es wahr: Niemand kann sich der Magie von HAMILTON entziehen. Besonders das Casting sorgte für Furore: In den Rollen der Gründerväter und anderer Protagonisten wurden fast ausschließlich afroamerikanische und Latino-DarstellerInnen gecasted, um ""das Amerika der Gegenwart widerzuspiegeln"".",1
796,Dieser Mann heißt Alexander Hamilton . Viele Menschen kennen ihn nicht .,"In Deutschland kennt ihn kaum einer, und selbst in Amerika, wo er den 10-Dollar-Schein ziert, sind Alexander Hamilton und seine Beiträge zur amerikanischen Geschichte längst nicht allen bekannt.",1
797,Aber ein Mann namens Lin Manuel Miranda hat sich die Geschichte von Alexander Hamilton angesehen.,"Das alles ändert sich, als Lin-Manuel Miranda das Leben des Gründervaters in ein Musical verwandelt. Hamiltons ärmliche Anfänge und sein kometenhafter Aufstieg an die Spitze der amerikanischen Politik, befeuert alleine durch seinen Intellekt, seine Arbeitsmoral, sein taktisches Geschick und nicht zuletzt die Macht seines geschriebenen Wortes, machen ihn in Mirandas Augen zu einem Pionier des Hip Hop.",1
798,Und dann hat er ein Musical darüber gemacht.,"Seine Rivalitäten und Zwiste mit den anderen Gründervätern, allen voran Aaron Burr und Thomas Jefferson sind legendär und seine unvergleichlich beißende, brillante Wortgewandtheit lassen ihn in Mirandas Augen ""Hiphop verkörpern wie kein anderer"".",1
800,Alexander Hamilton hatte keine Eltern .,Alexander Hamilton war in vielerlei Hinsicht Pionier und Wegbereiter.,1
801,Er hatte kein Geld . Aber er hat viel erreicht. Er war sehr intelligent.,"Als mittelloser Waise aus der Karibik gelang ihm durch seinen Intellekt, seine Arbeitsmoral und sein taktisches Geschick ein astronomischer Aufstieg. Doch sein Ehrgeiz sollte letztendlich seinen Niedergang bedeuten.",1
802,Und er arbeitete sehr hart .,Hamilton findet ein tragisches Ende durch ein Duell mit seinem ewigen Rivalen Aaron Burr.,1
803,Es passieren viele Dinge in seinem Leben. Zum Beispiel:,Davor überschlagen sich die Ereignisse.,1
804,Er kämpfte im Unabhängigkeits-Krieg . In Amerika. Er war ein wichtiger Mitarbeiter von George Washington .,"Hamilton wird zum Rebell gegen die britische Monarchie, kämpft im Unabhängigkeitskrieg, steigt zu George Washingtons rechter Hand auf, konstruiert quasi im Alleingang das amerikanische System der politischen Ökonomie und wird der erste Finanzminister der jüngst unabhängig gewordenen Vereinigten Staaten. Am Ende geht es um sein Erbe.",1
926,Es gibt einen kleinen Löwen .,"Ermäßigungen für Kinder, Rentner, Schwerbehinderte.",1
928,Mufasa ist der Vater von Simba.,Der kleine Löwe Simba wächst in der farbenprächtigen Welt Afrikas auf.,1
929,In dem König-Reich leben alle Tiere friedlich zusammen.,"Im Königreich seines Vaters, des Königs der Löwen Mufasa, leben alle Tiere friedvoll zusammen.",1
930,Simba erlebt viele Abenteuer mit seiner Freundin Nala.,"Übermutig und ungeduldig, groß und erwachsen zu werden, besteht Simba viele Mutproben und erlebt so manches Abenteuer zusammen mit seiner Freundin Nala.",1
932,Ein anderer Löwe will König Mufasa töten.,"Die Harmonie im Königreich wird überschattet, als Scar, der Bruder von König Mufasa und Simbas Onkel, aus Eifersucht und Machthunger eine Intrige ausheckt, der König Mufasa zum Opfer fällt.",1
933,Simba denkt: Ich bin Schuld an dem Tod von Mufasa .,"Scar redet dem kleinen Löwen Simba ein, für den Tod von König Mufasa verantwortlich zu sein und reißt die Macht an sich.",1
934,Simba läuft weg aus dem König-Reich. Er geht in den Dschungel .,"Simba wird aus dem Königreich vertrieben. Entmutigt und von Schuldgefühlen geplagt, flüchtet Simba in den fernen Dschungel.",1
935,Dort trifft er zwei neue Freunde. Die beiden trösten Simba.,"Dort findet er in Erdmännchen Timon und Warzenschwein Pumbaa neue Freunde, die ihn durch ihre sorgenfreie Lebensphilosophie ""Hakuna Matata"" (""glücklich ist, wer vergisst, was doch nicht zu ändern ist"") von seinem Kummer ablenken.",1
937,Simba fühlt sich besser. Aber dann denkt er wieder an seine Familie. Simba will zurück in sein König-Reich .,"Im fernen Dschungel wird sich Simba, der inzwischen zu einem kräftigen Junglöwen herangewachsen ist, seiner Vergangenheit und seiner Pflichten bewusst. Bestärkt durch das Wiedersehen mit seiner Jugendfreundin Nala und dem weisen Schamanen Rafiki beschließt Simba, sich seiner Verantwortung zu stellen.",1
938,Ein sehr erfolgreiches Musical Seit über 20 Jahren gibt es das Musical. Viele Menschen kommen extra wegen dem Musical nach Hamburg.,Mit dem Shuttle-Service ins Theater Seit 2001 begeistert das Erfolgsmusical Disneys DER KÖNIG DER LÖWEN mit hochkarätiger Besetzung und faszinierender Bühnenshow Millionen Besucherinnen und Besucher aus ganz Deutschland.,1
939,Fast jede Vorstellung ist ausverkauft.,Fast jede der Aufführungen seit der Premiere des Musicals ist ausverkauft. Der imposante Bau des Stage Theaters am Hafen liegt in exklusiver Lage an der Elbe.,1
940,Sie lernen die Welt der Löwen kennen.,"Nehmen Sie wahlweise die S-Bahnlinien S1 oder S3 oder die U-Bahnlinie U3 bis zur Haltestelle ""Landungsbrücken"" und lassen Sie sich vom kostenlosen Shuttle-Service an Brücke 1 über die Elbe zum Theater bringen.",1
941,"Das Musical dauert 2,5 Stunden.","Wissenswertes für Ihren Musical-Besuch Am Theater angekommen beginnt der Einlass ab 1,5 Stunden vor Vorstellungsbeginn. Die Show dauert 2:50 Stunden inklusive Pause.",1
942,Kinder dürfen ab 3 Jahren mitkommen.,Kinder dürfen das Musical ab einem Alter von drei Jahren besuchen.,1
943,Der Weg zum Theater Das Theater ist am Hafen. Sie können mit der Bahn fahren. Sie nehmen die S-Bahn S1 oder S3.,Tauchen Sie ein in die Welt Afrikas und lassen Sie sich verzaubern.,1
944,Oder Sie nehmen die U-Bahn U3.,Wir wünschen Ihnen gute Unterhaltung!,1
1061,"Am Freitag, 12. Mai, fängt die Bade-Saison in Hamburg an. Das heißt: Man kann wieder in den Bade-Seen von Hamburg baden. Es gibt 13 Bade-Seen in Hamburg. Die Bade-Seen sind bis September geöffnet.",Die Wasserqualität der Hamburger Badegewässer wird während der Badesaison regelmäßig kontrolliert.,1
1063,Der Eich-Baum-See ist ein See in Hamburg. In diesem Jahr darf man wieder im Eich-Baum-See baden. Aber man muss aufpassen: Vielleicht gibt es Blau-Algen im Wasser. Dann darf man nicht baden.,Die Bezirksämter entnehmen an den Badestellen alle drei Wochen Wasserproben.,1
1064,Hamburg prüft das Wasser Die Stadt Hamburg kontrolliert die Bade-Seen. Das heißt: Die Stadt Hamburg prüft das Wasser. Die Stadt Hamburg nimmt dafür Wasser-Proben.,Diese werden entsprechend der EG-Badegewässerrichtlinie auf die Darmbakterien „Intestinale Enterokokken“ und „Escherichia Coli“ vom Institut für Hygiene und Umwelt untersucht.,1
1066,Sie nehmen die Proben an den Bade-Plätzen. Die Proben werden dann im Labor untersucht. Das Labor untersucht: Sind Bakterien im Wasser? Bakterien können Menschen krank machen.,Die Bakterien dienen als Anzeichen für eventuelle gesundheitliche Risiken durch Belastungen im Gewässer.,1
1069,Welche Bade-Seen gibt es in Hamburg Wie komme ich dorthin? Was gibt es an den Bade-Seen? Die Internet-Adresse ist: www.hamburg.de/badegewaesser Der Text ist in schwieriger Sprache.,"Alle aktuellen Ergebnisse und die Bewertung der Wasserqualität der Hamburger Badegewässer sind auf der Internetseite der Behörde für Umwelt, Klima, Energie und Agrarwirtschaft veröffentlicht ( www.hamburg.de/badegewaesser ).Hier gibt es auch Informationen zum Anfahrtsweg, Hinweise zu Serviceeinrichtungen und Kurzbeschreibungen der Badestellen.",1
1071,Sie stehen bis zu den Knien im Wasser. Aber: Sie sehen Ihre Füße nicht mehr. Dann sind Blau-Algen im Wasser. Sie sollten nicht baden.,"Hinweise Wenn Sie ihre Füße im knietiefen Wasser nicht mehr sehen können, sollten sie nicht baden (Blaualgen).",1
1072,An den Bagger-Seen gibt es in Ufer-Nähe Abbruch-Kanten. Das Wasser ist an diesen Stellen schnell sehr tief.,"An den Baggerseen gibt es schon in Ufernähe Abbruchkanten, an denen das Wasser schnell sehr tief wird.",1
1073,Das kann gefährlich sein. Werfen Sie Abfälle immer in den Müll-Eimer. Benutzen Sie die Toiletten.,"Abfälle immer im Mülleimer entsorgen, nicht am Strand; bitte die bereitgestellten Toiletten benutzen und die Vegetation am Ufersaum von Seen schonen – sie dient dem Gewässerschutz.",1
1074,Füttern Sie nicht die Vögel.,Bitte keine Wasservögel füttern.,1
1075,Sie können hier lesen: Darum sollen Sie nicht in der Elbe baden Der Text ist in Leichter Sprache. Info: Ein Computer hat diesen Text in Leichte Sprache übertragen. Der Text ist nicht durch Menschen mit Behinderungen geprüft worden.,"Eine unnatürlich hohe Population schadet nicht nur dem Gewässer, sondern erhöht auch das Risiko eines Zerkarienbefalls.",1
1077,Es gibt sehr viele Parks in Hamburg. Viele Menschen besuchen Parks.,Hier haben wir euch Regeln & unsere Tipps für mehr Aufmerksamkeit in Parks einmal übersichtlich zusammengestellt: Tasche voll? Mülleimer voll?,1
1079,Zum Picknicken. Beim Spazieren-Gehen. Es gibt Regeln: Damit alle Menschen die Parks genießen können.,"Achtet bitte darauf, euren Müll korrekt zu entsorgen, vor allem Glasscherben sind für euch und andere eine große Gefahrenquelle.",1
1080,Diese Regeln halten Sie bitte ein in den Parks von Hamburg: Sie werfen Abfall nicht auf den Boden. Sie benutzen einen Müll-Eimer.,So wie zu Hause – einfach wegräumen.,1
1081,Sie dürfen nur an bestimmten Stellen grillen in einigen Parks. Bitte benutzen Sie keine Einweg-Grills.,"Herrlich, draußen zu grillen, nicht wahr? Aber auch hier gibt es einige Regeln zu beachten, damit der Genuss nicht zulasten anderer geht: In einigen Parks gibt es ausgewiesene Grillzonen.",1
1082,Diese Grills machen den Rasen kaputt. Und sie machen sehr viel Müll.,"Und verzichtet der Umwelt zuliebe auf Einweggrills, die den Rasen kaputt und viel Müll machen.",1
1083,Sie müssen die Kohle nach dem Grillen kalt werden lassen. Werfen Sie die Kohle danach bitte in die richtigen Behälter.,"Klar ist auch, dass ihr die Grillkohle nachher korrekt entsorgt - auskühlen lassen und dann in die dafür vorgesehenen Behälter.",1
1084,Sie werfen Zigaretten-Kippen bitte nicht auf den Boden. Sie werfen Zigaretten-Kippen bitte immer in den Müll-Eimer. Zigaretten-Kippen sind sehr schlecht für die Umwelt.,"Wusstet ihr, dass eine Zigarettenkippe 15 Jahre braucht, um vollständig zu Verrotten? Abgesehen davon, dass es eh eurer Gesundheit schadet, passiert dasselbe mit der Natur, also in die Tonne mit der ausgedrückten Kippe.",1
1085,Bitte benutzen Sie die Toiletten in den Parks. Die Büsche sind keine Toiletten.,In vielen Parkanlagen gibt es – teilweise für kleines Geld - öffentlich nutzbare Toiletten.,1
1086,Sie nehmen bitte Rücksicht mit der Laut-Stärke.,"Das solltet ihr euch leisten, denn Büsche sind natürlich tabu. Sonne, Drinks und die Musik auf Anschlag? Ihr seid nicht alleine, also fahrt die Lautstärke so runter, dass Mensch und Tier sich nicht gestört fühlen.",1
1087,Sie dürfen Hunde nicht ohne Leine laufen lassen.,Zu Hause dürfen eure Hunde wahrscheinlich auch nicht über Bett und Sofa toben.,1
1088,Sie benutzen bitte Kot-Beutel für Hunde.,Im Park auch nicht - also anleinen und die Hinterlassenschaften eures Vierbeiners bitte entsorgen. Nur in ausgewiesenen Hundeauslaufzonen dürfen Hunde von der Leine genommen werden.,1
1089,Enten können gut für ihr eigenes Futter sorgen. Enten verlernen für sich selbst zu sorgen Wenn sie immer gefüttert werden.,"Kinder und Erwachsene lieben es, Enten zu füttern. Achtet dabei auf das Maß, denn sonst verlernen die Tiere sich selbstständig natürlich zu ernähren.",1
1090,Und die Enten werden zu dick. Bitte denken Sie daran: Wenn Sie Enten füttern wollen.,"Mal abgesehen davon, dass es für ihre Gesundheit nicht gut ist, schaden die falschen Ausscheidungen auch der Wasserqualität.",1
1091,Bitte pflücken Sie keine Blumen. Und keine Pflanzen ausreißen.,Noch schnell ein paar schöne Blumen pflücken und der Freundin damit eine Freude machen?,1
1092,Es ist gut: wenn man aufeinander Rücksicht nimmt. Fahrrad-Fahrer nehmen bitte Rücksicht auf die Fuß-Gänger.,Lieber nicht!,1
1093,Kopf-Hörer können verhindern: Dass man wichtige Sachen hört.,Denn die Pflanzen sollen auch das Auge anderer Parkgäste erfreuen und haben auch eine wichtige Funktion für Insekten.,1
1094,Es ist darum besser: Beim Rad-Fahren keine Kopf-Hörer zu tragen. Wer hat den Text in Leichter Sprache gemacht?,"Denkt daran, dass ihr nicht alleine im Park unterwegs seid. Gegenseitige Rücksichtnahme zwischen Fußgängern und Fahrradfahrern muss sein.",1
1095,"Büro für Leichte Sprache Köln E-Mail: info@leichte-sprache.koeln Kirsten Scholz hat den Text in Leichter Sprache geschrieben und die Bilder gemalt. Dirk Stauber, Sandra Mambrini und Wolfgang Klein haben den Text auf Leichte Sprache geprüft.","Und nehmt die Stöpsel aus den Ohren, dann hört ihr besser, was um euch passiert.",1
1097,Sie können die Natur erleben im Sonder-Garten in Wandsbek: Mitten in der Stadt Hamburg.,​​​​​​​ Veranstaltungskalender Gartenwissen Termine und Beschreibungen der Führungen und Vorträge Informationen zum FÖJ in Wandsbek,1
1098,Der Eintritt in den Garten ist kostenlos .,"Engagiert für Klima und Natur Namen der Pflanzen Pflanzenbestand Sortiert nach Beet und Farbe. Unsere ""@home"" - Angebote:",1
1100,Menschen kommen in den Sonder-Garten um sich zu erholen .,Präsenzangebote im Freiland des Sondergartens. Bitte tragen Sie einen Mund-Nasenschutz bei der Anmeldung vor Ort und wenn während der Führung der Abstand nicht eingehalten werden kann. ​​​​​​​ Übersicht Alle Veranstaltungen im Sondergarten,1
1101,Und um etwas über Pflanzen zu lernen .,"Führungen - Vorträge - Ausstellungen - Aktionstage Inklusive Terminänderungen und ausgebuchte Termine. (PDF, 211,9 KB) Unser Newsletter Damit Sie nichts verpassen ... Abonnieren Sie unseren Gartenwissen-Newsletter und wir halten Sie auf dem Laufenden.",1
1102,Es gibt Veranstaltungen im Sonder-Garten.,"Gartenwissen für Freizeitgruppen Informationen über Pflanzen, Gärten, Tiere und Natur. Gartenwissen für Lerngruppen",1
1103,Zum Beispiel Führungen und Ausstellungen .,Kostenlose Führungen für Kindergärten und Schulkassen.,1
1106,Der Garten ist jeden Tag geöffnet von 7 Uhr morgens bis es abends dunkel wird .,Freiland und Gewächshaus sind ganzjährig zu den folgenden Zeiten geöffnet Freiland Das Freiland ist ganzjährig von 7 Uhr bis zum Einbruch der Dunkelheit.,1
1108,Am Freitag von 7 Uhr morgens bis 14 Uhrnachmittags .,montags bis donnerstags von 7 Uhr bis 15 Uhr freitags von 7 Uhr bis 14 Uhr,1
1111,Besondere Regeln im Sonder-Garten Bitte bleiben Sie auf den Wegen. Der Garten leidet sonst. Hunde dürfen in den Sonder-Garten.,Kinder unter 12 Jahren dürfen nur in Begleitung und unter Aufsicht Erwachsener in den Sondergarten!,1
1112,Die Hunde müssen an der Leine sein.,Hunde dürfen - an der Leine geführt - mitkommen.,1
1113,Sie dürfen nicht Rad-Fahren im Garten. Oder mit dem Roller. Sie dürfen das Fahr-Rad oder den Roller aber mitbringen: Wenn Sie schieben.,Rad- und Rollerfahrer bitte absteigen.,1
1114,Es gibt eine barriere-freie Toilette .,Es steht eine behindertengerechte Toilette zur Verfügung.,1
1115,Sie dürfen Picknick machen im Sonder-Garten.,Gern dürfen Sie ein Picknick im Sondergarten machen.,1
1116,Sie dürfen nicht grillen .,Grillen ist nicht gestattet.,1
1117,Sie dürfen gerne Fotos machen: Zum Beispiel wenn Sie heiraten .,Fotoaufnahmen anlässlich Ihrer Hochzeit etc. sind gestattet.,1
1118,Wenn Sie Infos haben möchten: Sie können anrufen . Die Telefon-Nummer ist 040 6939734 Oder Sie können eine E-Mail schreiben .,Bitte bleiben Sie auf den Wegen - nur dann bleibt der Garten schön.,1
1119,Die E-Mail-Adresse ist: sondergarten@wandsbek.hamburg.de Die Adresse vom Sonder-Garten ist: Botanischer Sondergarten Walddörferstraße 273 22047 Hamburg,"Der Sondergarten ist kein ""Ableger"" des Botanischen Gartens der Universität. Er ist eine öffentliche Grünanlage des Bezirksamts Wandsbek. Tipps für Pflanzen- und Gartenfreunde Pflanzenschutzdienst | Giftinformationszentrum Nord | Pilzberatung",1
1120,Wer hat den Text in Leichter Sprache gemacht?,Phänologie-Projekt 2021 Den Klimawandel im Auge behalten! Wann blüht die aktuelle Zeigerpflanze bei Ihnen?,1
1130,"Dirk Stauber, Sandra Mambrini und Wolfgang Klein haben den Text auf Leichte Sprache geprüft.",Ausschließlich die einjährigen Trieb von Taxus baccata! Zeitraum: 30. August bis 05. September 2023 verloren und gefunden Fundsachen und verloren gemeldete Gegenstände und Tiere,1
1131,Die ganze Familie kann viele Sachen zusammen machen in Hamburg und Umgebung.,"Strandfeeling ohne ans Meer zu fahren? Das geht auch in Hamburg! An dem etwa 13 Kilometer langen Strand entlang der Elbe kann man es sich im Sommer im Sand gemütlich machen, im Frühling die ersten warmen Sonnenstrahlen genießen und in den kühleren Jahreszeiten dick eingepackt spazieren gehen und die Containerschiffe langsam vorbeischippern lassen. Besonders bei warmen Temperaturen zieht es viele Sonnenanbeter*innen, Familien und Sportler*innen hierher.",1
1132,Sie finden hier eine Liste mit sehr unterschiedlichen Sachen: Die Sie machen können.,"Die Elbe ist jedoch kein Badegewässer , deshalb sollten Sie es beim Sonnenbaden belassen. Es gibt unter anderem starke Strömungen, die eine Gefahr beim Schwimmen darstellen und keine von der EG-Badegewässerrichtlinie als solche ausgewiesenen Badestellen im Hamburger Bereich der Elbe. Wer die belebten Strände in Övelgönne oder Teufelsbrück zurücklässt, wird in Rissen am Wittenberger Strand übrigens mit einem malerischen Panorama belohnt. Der Elbstrand ist mit den öffentlichen Verkehrsmitteln erreichbar.",1
1134,Das Freilicht-Museum im Hitzacker,"Spaziergang entlang des Elbstrandes, zum Beispiel ab dem Museumshafen Oevelgönne. Zur HVV-Auskunft Weitere Infos: Elbstrand Boberger Niederung In dem Naturschutzgebiet im Südosten Hamburgs können Sie dem Alltagsstress entfliehen und die ruhige Natur genießen.",1
1137,In einem Freilicht-Museum können Sie viele alte Häuser sehen.,"Neben der besonderen Landschaft gibt es zahlreiche Pflanzen und eine bunte Tierwelt mit geschützten Arten. In den Boberger Dünen befindet man sich außerdem im Naturschutzgebiet. Wie man sich dort verhalten sollte, erfahren Sie in der Naturschutz-Knigge . Wo? z.B. ab Boberger Dünenhaus (Billwerder und Lohbrügge) Eintritt? kostenlos Weitere Infos: Boberger Niederung",1
1139,Sie können sich dann gut vorstellen: Wie haben Menschen früher gelebt.,"Mit rund 40 Metern hat man vom Energieberg Georgswerder einen tollen Blick auf die Stadt und die umliegenden Windräder. Entstanden ist der Energieberg aus einer ehemaligen Mülldeponie. Früher war das betreten des Geländes verboten, heute kann man auf dem 900 Meter langen Rundweg den Blick in die Ferne schweifen lassen und viel über die spannende Geschichte des Ortes lernen. Auch für Kinder bietet sich der Ausflug an, denn im Informationszentrum gibt es zum Beispiel einen animierten Film über die Entstehung.",1
1141,Sie können viele Sachen über die Bronze-Zeit lernen im Freilicht-Museum in Hitzacker.,"Geöffnet hat der Berg von April bis Oktober. Während der Saison werden kostenlose öffentliche Führungen angeboten. Und wer schon mal im Süden Hamburgs ist, kann es sich später im großen Wilhelmsburger Inselpark auf den großen Grünflächen gemütlich machen. Wo?",1
1148,Sie können hier mehr lesen über das Museum . https://www.archaeo-centrum.de/,"Der Turm wurde 1913 gebaut und leuchtete bis 1977. Da man sich hier in einem Landschaftsschutzgebiet befindet, sollte man sich dementsprechend umsichtig verhalten. Wo? z.B. Spaziergang bis zum Leuchtturm (Wilhelmsburg) Eintritt? Kostenlos Weitere Infos: Bunthäuser Spitze & Wandertour durch Hamburgs Osten",1
1153,Die Autostadt in Wolfsburg,"Die Pfade sind teils schmal und wurzelig, festes Schuhwerk ist daher von Vorteil. Auch eine Radtour in die Hamburger Berge ist eine Möglichkeit, um die Gegend zu erkunden. Wo? Anfahrt: HVV: S3/31 Haltestelle Neuwiedenthal, zur HVV Fahrplanauskunft Weitere Infos: Regionalpark Rosengarten , weitere Wanderrouten in Hamburg",1
1159,Die Auto-Stadt Wolfsburg ist ein Museum und ein Freizeit-Park .,"Tropen-Aquarium und Tierpark Hagenbeck Eintritt Tropenaquarium: Erwachsene: 20 Euro (Tropen-Aquarium), Kinder: 15 Euro (Tropen-Aquarium) Mehr Infos: Tropen-Aquarium Das Alte Land Es ist der Klassiker unter den Ausflugszielen in Hamburg, und trotzdem kann man von den weiten Feldern mit Obstbäumen, den alten Bauernhäusern und natürlich den leckeren Souvenirs wie Erdbeermarmelade nie genug bekommen. Im Alten Land kann man von März bis Mai die Obstblüte genießen, leckere Erdbeeren pflücken , im Sommer Kirschen naschen und schließlich Äpfel ernten und die weite Landschaft in der kalten Jahreszeit genießen.",1
1160,Sie können viele Sachen mit Autos machen . Menschen in jedem Alter können viel über Autos lernen .,"Für den Ausflug ins Alte Land bietet sich bei gutem Wetter vor allem das Fahrrad an, um die Gegend zu erkunden, die von Hamburg nur einen Sprung über die Elbe entfernt liegt. Auf dem Weg kann man auch gleich noch einen Abstecher nach Buxtehude einplanen - die schöne Hansestadt mit ihren Fachwerkbauten und Kanälen lädt zum Bummeln und Innehalten ein.",1
1163,Der Serengeti Park in Hodenhagen,"Den Altonaer Volkspark erkunden Der Volkspark ist die größte öffentliche Grünfläche Hamburgs und lockt mit seinen Rosengärten, dem Dahliengarten im Sommer und seinen weitläufigen Wegen in den Westen der Stadt.",1
1164,Im Serengeti Park leben viele Tiere aus vielen Ländern .,"Hier hat man viel Platz zum Spazieren, Sporttreiben oder um die Bäume in allen Jahreszeiten zu bewundern.",1
1165,Die Tiere sind nicht in Käfigen. Sie können die Tiere ansehen: Zum Beispiel fahren Sie mit dem Auto durch den Park . Sie können aber auch ungefährliche Tiere anfassen in bestimmten Bereichen. Im Serengeti Park gibt es auch viele anderes Sachen zum Machen und Ansehen.,Außerdem gibt es im nördlichen Teil einen Kletterturm und auch Kinder können sich auf einem Spielplatz austoben.,1
1168,Der Wasser-Erlebnis-Park ist auch für sehr kleine Kinder.,"Der größte Parkfriedhof der Welt Der Friedhof in Ohlsdorf ist der größte Parkfriedhof der Welt – er ist Ruhestätte, Kulturdenkmal und Erholungsraum zugleich.",1
1171,Der Park ist sehr groß. Es gibt auch viele Veranstaltungen im Vogel-Park. Sie können beim Füttern von den Vögeln zusehen.,"Bei allem sollte man sich bewusst sein, dass man sich nicht nur in einem Park, sondern auch auf einem Friedhof befindet - daher sollte man sich dort entsprechend respektvoll verhalten.",1
1174,Watt ist das Stück Strand zwischen dem Meer und dem Land: Das bei Flut unter Wasser ist. Bei Ebbe können Sie auf dem Watt laufen. Flut heißt: Das Wasser ist hoch. Ebbe heißt: Das Wasser ist niedrig.,Der Stadtpark in Winterhude erstreckt sich auf rund 150 Hektar und ist damit die drittgrößte Grünfläche Hamburgs.,1
1175,Das Watt ist ein besonderes Gebiet. Viele besondere Tiere leben im Watt. Sie können das Watt an der Nordsee-Küste ansehen. Und viele Sachen über das Watt lernen.,"Neben viel Platz zum Spazieren oder, um gemütlich im Gras zu liegen, kann man im Stadtpark auch noch viel mehr entdecken, nämlich das dienstälteste Sternentheater der Welt.",1
1178,Die Tiere sind nicht in Käfigen. Sie können zusehen: Wie die Tiere gefüttert werden und Kunst-Stücke machen. Sie können manche Tiere auch streicheln. Hier können Sie mehr lesen über den Wild-Park : https://www.wildpark-schwarze-berge.de/,"Asien, Nord- und Südamerika oder europäische Wälder an einem Tag besuchen?",1
1179,Das Freilicht-Museum am Kiekeberg In einem Freilicht-Museum können Sie viele alte Häuser sehen. Die Häuser im Freilicht-Museum am Kiekeberg kommen aus der Lüneburger Heide. Sie können im Freilicht-Museum am Kiekeberg lernen: So haben die Menschen früher in der Lüneburger Heide gelebt.,Der Neue Botanische Garten der Universität Hamburg zeigt die Vielfalt der Pflanzen- und Baumarten der Welt.,1
1180,Und gearbeitet. Sie können hier mehr lesen über das Museum . https://www.hamburg.de/museen-kunst-ausstellungen/museen/249874/freilichtmuseum-am-kiekeberg/ ​​​​​​​Der Barfuß-Park Egestorf Barfuß-Gehen heißt: Sie laufen ohne Schuhe.,"Außerdem befinden sich Forschungseinrichtungen, eine gläserne Pyramide und das Loki-Schmidt-Haus auf dem Gelände.",1
